City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,carlos chagas,-17.7031,-40.7664,20.65,84,91,2.32,BR,1682308908
366,kholmsk,47.0511,142.0569,4.58,72,90,4.88,RU,1682308908
367,nuuk,64.1835,-51.7216,0.49,100,100,1.54,GL,1682308908
368,mersa matruh,31.3525,27.2453,16.89,84,0,4.56,EG,1682308908
369,ziro,27.6333,93.8333,13.41,71,88,0.39,IN,1682308739
370,rikaze,29.25,88.8833,6.95,15,67,0.34,CN,1682308909
371,umm kaddadah,13.6017,26.6876,25.37,49,69,4.1,SD,1682308909
372,saudarkrokur,65.7461,-19.6394,0.67,67,57,0.27,IS,1682308909
373,gaspe,48.8334,-64.4819,0.36,96,6,0.2,CA,1682308909
374,i-n-salah,27.1935,2.4607,23.53,18,41,7.32,DZ,1682308910
375,sur,22.5667,59.5289,29.61,57,100,1.68,OM,1682308910
376,atlantic beach,30.3344,-81.3987,20.99,79,19,0.89,US,1682308910
377,mozhga,56.4447,52.2276,11.48,61,96,3.61,RU,1682308910
378,revelstoke,50.9832,-118.2023,6.54,100,100,0.74,CA,1682308911
379,vorgashor,67.5833,63.95,-9.03,94,94,4.4,RU,1682308911
380,panevezys,55.7333,24.35,10.32,74,42,5.49,LT,1682308911
381,oamaru,-45.0784,170.9801,12.43,52,51,9.9,NZ,1682308867
382,el carmen de bolivar,9.7174,-75.1202,23.27,86,2,1.91,CO,1682308911
383,pustoshka,56.3355,29.369,10.93,70,94,3.05,RU,1682308911
384,oum hadjer,13.2954,19.6966,32.25,35,99,4.0,TD,1682308912
385,broken hill,-31.95,141.4333,24.88,33,0,5.1,AU,1682308631
386,ugoofaaru,5.6667,73.0,29.49,69,100,5.25,MV,1682308912
387,karlskoga,59.3267,14.5239,3.62,95,91,0.28,SE,1682308912
388,woodward,36.4337,-99.3904,8.57,43,0,4.12,US,1682308912
389,tegueste,28.5167,-16.3167,15.6,88,40,6.17,ES,1682308913
390,cartagena del chaira,1.3349,-74.8429,21.69,99,100,0.42,CO,1682308913
391,crane,31.3974,-102.3501,8.11,82,100,5.87,US,1682308913
392,ca mau,9.1769,105.15,35.11,43,10,3.93,VN,1682308913
393,siocon,7.7061,122.1353,30.22,71,100,2.78,PH,1682308913
394,pionerskiy,54.9508,20.2275,8.91,98,99,2.73,RU,1682308914
395,santiago de cao,-7.9589,-79.2392,24.28,79,100,2.86,PE,1682308914
396,greater sudbury,46.49,-80.99,2.81,94,99,0.89,CA,1682308914
397,mamuju,-2.6748,118.8885,29.55,76,32,2.07,ID,1682308914
398,arkhangel'sk,64.5401,40.5433,-0.94,58,40,1.0,RU,1682308914
399,caleta de carquin,-11.0925,-77.6267,23.85,79,46,3.64,PE,1682308915
400,cascavel,-24.9558,-53.4553,15.01,90,11,2.97,BR,1682308915
401,vodnyy,63.5046,53.4095,-2.83,81,94,2.3,RU,1682308915
402,celestun,20.8667,-90.4,28.34,62,12,6.09,MX,1682308915
403,xihe,31.6864,113.4659,10.13,86,100,5.2,CN,1682308915
404,lamu,-2.2717,40.902,26.12,82,99,1.93,KE,1682308915
405,hasaki,35.7333,140.8333,18.45,41,100,5.45,JP,1682308915
406,anna regina,7.2644,-58.5077,24.46,89,100,0.54,GY,1682308916
407,puerto deseado,-47.7503,-65.8938,12.07,64,21,7.31,AR,1682308916
408,bac lieu,9.285,105.7244,32.72,55,45,5.74,VN,1682308916
409,mwene-ditu,-7.0,23.45,18.35,98,100,0.91,CD,1682308916
410,kondagaon,19.6,81.6667,30.14,40,6,2.75,IN,1682308916
411,sao tome,0.3365,6.7273,27.0,81,100,2.79,ST,1682308917
412,alice springs,-23.7,133.8833,26.75,26,12,5.66,AU,1682308811
413,puerto baquerizo moreno,-0.9,-89.6,25.86,80,31,3.82,EC,1682308917
414,pirallahi,40.4723,50.333,13.08,72,77,3.93,AZ,1682308917
415,ivanava,52.1451,25.5365,7.85,79,9,3.45,BY,1682308918
416,geneina,13.45,22.45,25.67,58,95,5.15,SD,1682308918
417,catmon,10.7167,124.0,30.6,64,57,1.95,PH,1682308918
418,dongcun,36.7767,121.1597,16.35,20,100,3.95,CN,1682308879
419,kupang,-10.1667,123.5833,31.32,70,75,4.63,ID,1682308847
420,bonthe,7.5264,-12.505,27.07,86,13,1.79,SL,1682308918
421,batamshinskiy,50.5594,58.2747,10.79,56,0,2.8,KZ,1682308863
422,naivasha,-0.7167,36.4359,16.17,93,97,1.24,KE,1682308919
423,ta`u,-14.2336,-169.5144,27.13,76,25,2.84,AS,1682308919
424,vicente camalote,18.5139,-96.525,29.23,64,84,0.88,MX,1682308919
425,cannonvale,-20.2833,148.7,23.66,70,100,9.35,AU,1682308920
426,horsham,51.064,-0.3272,7.84,89,40,2.57,GB,1682308920
427,tuy hoa,13.0833,109.3,31.83,57,31,3.82,VN,1682308769
428,banda aceh,5.5577,95.3222,30.44,66,80,1.91,ID,1682308920
429,isola di capo rizzuto,38.96,17.0933,13.7,69,2,4.35,IT,1682308921
430,jeju city,33.5097,126.5219,11.96,82,100,5.14,KR,1682308734
431,al ghayzah,16.2079,52.176,28.3,68,13,2.3,YE,1682308921
432,port augusta,-32.5,137.7667,28.12,25,0,4.17,AU,1682308920
433,luena,-11.7833,19.9167,16.36,93,100,0.38,AO,1682308921
434,tilcara,-23.5776,-65.3509,5.09,66,48,0.47,AR,1682308922
435,borkum,53.5809,6.6915,10.53,96,99,4.14,DE,1682308922
436,lethbridge,49.7,-112.8186,7.58,64,91,3.83,CA,1682308922
437,carinhanha,-14.3047,-43.765,22.15,73,80,3.46,BR,1682308922
438,gaigeturi,33.4644,126.3183,12.65,76,100,8.39,KR,1682308922
439,galle,6.0367,80.217,29.26,72,100,1.35,LK,1682308718
440,monitos,8.25,-76.05,24.3,88,89,1.56,CO,1682308923
441,touros,-5.1989,-35.4608,24.66,87,84,4.01,BR,1682308672
442,papao,-17.75,-149.55,26.82,89,100,4.79,PF,1682308923
443,luderitz,-26.6481,15.1594,16.96,54,100,1.99,NA,1682308924
444,sitka,57.0531,-135.33,5.58,95,100,1.29,US,1682308924
445,kourou,5.1552,-52.6478,24.03,91,94,0.6,GF,1682308924
446,fortaleza,-3.7227,-38.5247,26.07,83,0,2.06,BR,1682308925
447,anori,-3.7728,-61.6442,21.86,95,87,0.31,BR,1682308925
448,iskateley,67.6803,53.1512,-6.07,90,22,7.25,RU,1682308925
449,tamandare,-8.7597,-35.1047,24.67,86,99,2.98,BR,1682308926
450,bom jesus,-9.0744,-44.3586,22.49,73,69,0.78,BR,1682308931
451,la'ie,21.6477,-157.9253,26.67,71,99,1.25,US,1682308932
452,duyun,26.2667,107.5167,7.6,94,100,2.2,CN,1682308933
453,the dalles,45.5946,-121.1787,11.44,73,100,5.81,US,1682308935
454,bela,25.9333,81.9833,33.91,16,1,4.47,IN,1682308935
455,tazacorte,28.629,-17.9293,17.54,86,75,4.63,ES,1682308935
456,kinablangan,7.6947,126.5503,29.34,71,61,2.91,PH,1682308935
457,wenshang,35.7275,116.4961,13.44,62,87,2.64,CN,1682308935
458,quesnel,52.9999,-122.5029,7.28,93,100,1.54,CA,1682308938
459,klyuchi,52.2667,79.1667,13.69,44,21,9.1,RU,1682308939
460,velikiy ustyug,60.7644,46.3106,4.64,84,100,2.41,RU,1682308939
461,santa cruz,-17.8,-63.1667,19.55,74,46,1.82,BO,1682308941
462,itoman,26.1247,127.6694,26.01,61,20,5.66,JP,1682308942
463,akankpa,5.1264,8.1898,23.62,91,88,0.7,NG,1682308942
464,kiunga,-6.1219,141.2906,29.97,62,99,1.54,PG,1682308942
465,boa vista,2.8197,-60.6733,23.99,94,20,0.51,BR,1682308943
466,port pirie,-33.1833,138.0167,26.34,32,0,2.39,AU,1682308943
467,ruthin,53.1137,-3.3178,6.84,91,99,2.05,GB,1682308943
468,kavieng,-2.5744,150.7967,29.37,70,39,3.1,PG,1682308943
469,mokhsogollokh,61.4681,128.9203,0.27,81,93,5.85,RU,1682308943
470,erattupetta,9.7,76.7833,32.4,53,96,0.69,IN,1682308696
471,shagonar,51.5333,92.8,6.17,42,100,1.47,RU,1682308944
472,forest lake,45.2789,-92.9852,3.42,73,86,1.09,US,1682308944
473,balqash,46.8481,74.995,14.33,41,20,3.0,KZ,1682308944
474,timimoun,29.2639,0.231,23.25,15,1,5.93,DZ,1682308944
475,hotan,37.0997,79.9269,20.63,10,0,1.94,CN,1682308944
476,cromer,52.9312,1.2989,8.0,84,100,10.05,GB,1682308945
477,talcahuano,-36.7167,-73.1167,11.68,89,0,1.47,CL,1682308946
478,maintirano,-18.0667,44.0167,22.86,89,18,2.4,MG,1682308946
479,murun-kuren,49.6342,100.1625,4.82,30,29,2.23,MN,1682308946
480,opelousas,30.5335,-92.0815,15.94,72,100,3.09,US,1682308946
481,muar,2.0442,102.5689,32.24,64,100,1.58,MY,1682308946
482,butembo,0.15,29.2833,14.35,99,100,0.6,CD,1682308947
483,fada n'gourma,12.0622,0.3578,29.07,55,21,5.75,BF,1682308947
484,urucara,-2.5364,-57.76,23.41,95,100,1.14,BR,1682308947
485,guayaramerin,-10.8368,-65.3614,23.62,92,100,0.81,BO,1682308948
486,viitasaari,63.0667,25.8667,2.8,97,100,3.56,FI,1682308948
487,kodiak,57.79,-152.4072,0.05,63,92,7.26,US,1682308948
488,long beach,33.767,-118.1892,17.71,89,100,3.09,US,1682308949
489,tolanaro,-25.0319,46.9987,21.51,87,85,2.65,MG,1682308949
490,temple,31.0982,-97.3428,12.66,83,100,3.6,US,1682308949
491,hastings,50.8552,0.5729,8.27,92,15,4.78,GB,1682308950
492,balkanabat,39.5108,54.3671,24.86,25,100,7.02,TM,1682308950
493,shizunai-furukawacho,42.3339,142.3669,6.63,68,64,7.67,JP,1682308950
494,tafresh,34.692,50.013,15.41,31,81,0.61,IR,1682308951
495,ninghai,29.2892,121.4247,14.55,93,100,3.4,CN,1682308951
496,iquitos,-3.7481,-73.2472,22.66,99,100,1.01,PE,1682308951
497,peniche,39.3558,-9.3811,14.96,95,19,2.64,PT,1682308951
498,sosnovo-ozerskoye,52.5249,111.5418,1.34,19,0,2.07,RU,1682308951
499,yallahs,17.8748,-76.5624,23.79,79,2,2.04,JM,1682308951
500,fereydunshahr,32.941,50.121,10.65,47,56,2.19,IR,1682308951
501,salekhard,66.53,66.6019,-6.91,80,40,7.38,RU,1682308952
502,vrangel',42.7297,133.0839,7.64,44,0,7.76,RU,1682308952
503,moreira sales,-24.0622,-53.0069,17.55,88,54,3.41,BR,1682308953
504,illapel,-31.6308,-71.1653,16.64,78,23,1.0,CL,1682308953
505,yarkovo,57.4028,67.0786,4.47,48,42,6.29,RU,1682308954
506,baykan,38.1627,41.7833,15.32,77,89,0.73,TR,1682308954
507,severo-yeniseyskiy,60.3725,93.0408,3.97,83,100,4.14,RU,1682308954
508,gallup,35.5281,-108.7426,11.12,32,20,0.45,US,1682308954
509,marka,1.7159,44.7717,28.45,75,82,3.08,SO,1682308954
510,kuanda,56.3161,116.0806,-0.8,47,100,4.33,RU,1682308955
511,minas de marcona,-15.2119,-75.1103,17.8,80,0,3.59,PE,1682308955
512,salalah,17.0151,54.0924,27.28,72,29,2.02,OM,1682308955
513,katsuura,35.1333,140.3,11.54,64,100,6.15,JP,1682308956
514,selfoss,63.9331,-20.9971,1.14,89,100,1.78,IS,1682308957
515,lima duarte,-21.8425,-43.7931,15.51,96,63,0.36,BR,1682308957
516,madalena,41.2162,-8.3345,15.26,96,92,0.75,PT,1682308957
517,zhangye,38.9342,100.4517,11.95,41,100,6.64,CN,1682308958
518,kyshtovka,56.555,76.6271,10.64,74,100,4.16,RU,1682308958
519,tra mhor,52.1624,-7.1524,7.83,81,81,2.68,IE,1682308958
520,soe,-9.8607,124.284,25.23,69,60,3.49,ID,1682308958
521,mont-dore,-22.2833,166.5833,26.99,78,58,3.96,NC,1682308959
522,pisco,-13.7,-76.2167,21.12,85,9,1.15,PE,1682308959
523,poso,-1.3959,120.7524,30.8,66,23,2.97,ID,1682308744
524,lerwick,60.1545,-1.1494,3.0,67,95,12.55,GB,1682308959
525,xinyu,27.8043,114.9334,12.06,89,100,2.81,CN,1682308959
526,buon ma thuot,12.6667,108.05,35.21,27,60,1.54,VN,1682308757
527,cestos city,5.46,-9.5828,26.69,85,22,2.93,LR,1682308960
528,teluk nibung,3.001,99.8164,29.62,77,85,2.31,ID,1682308960
529,pyetrykaw,52.1289,28.4921,10.17,74,93,2.44,BY,1682308960
530,ola,59.5833,151.2833,2.37,73,100,5.9,RU,1682308960
531,turinsk,58.0458,63.696,3.6,53,54,4.88,RU,1682308960
532,el dorado,38.7666,-120.5177,14.36,61,5,1.34,US,1682308961
533,zhelezinka,53.54,75.3072,11.43,55,68,5.34,KZ,1682308961
534,tlaltizapan,18.6833,-99.1167,29.07,35,45,0.45,MX,1682308961
535,lodja,-3.4833,23.4333,19.26,99,100,1.13,CD,1682308961
536,as samawah,31.332,45.2944,29.19,25,54,2.68,IQ,1682308962
537,geraldton,-28.7667,114.6,19.23,77,75,6.69,AU,1682308962
538,rampur,28.8167,79.0333,22.28,15,100,1.49,IN,1682308807
539,nyurba,63.2842,118.3319,-0.37,83,16,2.54,RU,1682308962
540,sunel,24.3667,75.9667,30.17,25,0,3.33,IN,1682308962
541,holualoa,19.6228,-155.9522,23.77,80,72,1.34,US,1682308963
542,charters towers,-20.1,146.2667,25.82,54,100,6.7,AU,1682308963
543,qoryooley,1.7878,44.53,27.62,77,92,2.23,SO,1682308963
544,rio san juan,19.6439,-70.0763,23.34,78,30,2.31,DO,1682308963
545,uturoa,-16.7333,-151.4333,27.31,78,60,2.72,PF,1682308963
546,vila velha,-20.3297,-40.2925,22.19,84,30,3.08,BR,1682308964
547,bontang,0.1333,117.5,29.57,70,36,3.72,ID,1682308721
548,amahai,-3.3333,128.9167,30.74,65,7,3.39,ID,1682308964
549,ocean city,39.2776,-74.5746,12.22,57,52,3.58,US,1682308964
550,zahedan,29.4963,60.8629,20.95,18,0,2.06,IR,1682308965
551,chonchi,-42.6128,-73.8092,4.51,94,1,0.67,CL,1682308965
552,kenora,49.8167,-94.4337,-5.12,94,90,1.49,CA,1682308965
553,cambridge,43.3601,-80.3127,4.86,86,90,0.45,CA,1682308965
554,mandali,33.7499,45.5541,27.28,31,52,1.42,IQ,1682308966
555,vuktyl,63.8567,57.3094,-3.71,77,9,3.63,RU,1682308966
556,argo,37.6333,22.7333,12.66,80,2,1.2,GR,1682308966
557,knyaze-volkonskoye,48.4642,135.4567,10.19,33,76,9.37,RU,1682308966
